110,80,192,12,2
41,197,192,13,0
28,6,192,3,10
39,6,192,13,1
62,127,192,13,2
147,73,192,9,6
150,73,192,10,2
172,155,192,12,3
174,149,192,14,1
39,53,192,7,8
11,65,192,11,3
197,171,192,5,7
145,183,192,8,4
118,156,192,11,1
64,193,192,13,0
74,17,192,14,0
54,78,42,10,4
87,7,42,1,13
44,145,42,4,11
173,41,42,3,10
80,84,42,6,7
13,22,42,0,12
131,130,42,3,10
79,55,42,1,11
136,126,42,5,10
26,132,42,13,1
38,17,42,1,13
191,1,42,6,9
78,16,42,0,15
124,42,67,6,8
15,162,67,0,13
1,65,67,8,6
188,77,67,7,8
117,189,67,4,11
169,32,67,6,8
93,8,67,4,9
130,99,67,2,11
84,159,124,0,15
113,91,124,11,2
48,120,124,6,7
158,37,124,4,9
159,174,124,3,11
194,48,124,6,6
113,140,124,5,10
5,195,124,11,3
29,181,124,8,6
152,86,23,2,12
75,80,23,2,12
29,54,23,8,3
4,155,23,3,10
189,45,23,4,9
192,11,23,12,2
79,40,23,11,3
87,109,23,6,9
161,111,23,1,12
187,198,23,11,2
125,25,23,12,1
96,38,23,13,0
83,86,80,3,11
75,23,80,11,3
116,43,80,0,13
189,4,80,4,11
84,62,80,6,8
138,112,80,6,7
6,149,80,12,2
76,141,80,4,11
141,174,80,0,15
72,65,80,3,10
194,40,80,8,5
156,20,80,15,0
180,173,80,13,1
91,25,80,13,2
31,114,80,1,12
121,195,80,5,8
4,195,80,6,7
106,193,80,6,6
26,93,80,8,5
1,133,80,7,6
11,106,80,3,9
22,35,75,9,5
5,162,75,0,15
101,109,75,12,3
142,198,75,10,2
171,153,75,5,10
88,72,75,2,13
166,72,75,0,15
141,107,75,7,6
112,50,75,7,6
14,99,75,7,8
15,46,75,1,14
134,38,75,4,9
61,35,121,6,6
66,88,121,1,14
104,42,121,10,1
159,134,121,6,9
73,112,121,9,6
1,90,121,2,13
134,175,121,2,12
93,8,121,13,0
195,107,121,9,5
184,133,121,0,14
11,59,120,0,14
156,10,120,2,12
149,104,120,2,12
143,41,120,8,5
71,2,120,7,7
111,70,120,9,3
172,173,120,12,1
102,180,120,2,11
16,185,120,2,10
46,193,120,4,8
191,17,120,9,4
92,54,161,2,12
40,57,161,2,11
31,57,161,0,14
26,5,161,0,14
89,60,161,3,12
67,119,161,6,6
111,147,161,13,1
57,93,161,5,9
122,157,161,14,0
28,64,161,11,2
101,64,161,12,2
113,68,161,0,13
125,150,161,13,1
96,16,161,0,13
192,62,167,5,9
114,37,167,11,2
123,9,167,6,9
90,2,167,1,12
155,138,167,0,15
69,130,167,8,7
62,109,167,6,8
181,74,167,2,10
179,72,167,0,14
190,173,167,0,13
66,8,167,7,8
140,8,167,3,10
90,61,167,0,13
15,181,167,6,6
153,188,167,0,14
56,7,0,6,7
116,49,0,0,14
81,73,0,2,10
123,112,0,1,11
71,2,0,2,12
72,160,0,14,0
44,148,0,0,14
196,100,0,3,11
180,163,0,7,6
69,154,0,4,8
56,119,0,12,2
50,61,0,2,11
153,114,0,0,13
127,88,43,10,4
178,0,43,11,3
44,27,43,1,12
94,134,43,6,7
161,73,43,0,12
20,144,43,13,0
184,65,43,13,0
19,171,43,7,7
63,8,43,12,3
191,195,43,13,1
18,193,43,13,2
72,7,178,5,9
75,23,178,3,10
184,117,178,13,0
109,58,178,10,4
181,162,178,2,13
156,54,178,12,2
89,135,178,8,7
9,148,178,6,7
18,122,178,8,7
143,69,178,9,3
119,107,178,13,1
197,156,178,15,0
39,181,178,12,1
4,188,178,4,8
120,66,4,14,0
117,78,4,12,1
83,95,4,1,13
118,35,4,6,9
94,59,4,0,15
20,97,4,2,12
46,84,4,4,9
70,73,4,3,10
148,22,4,0,13
171,138,4,3,11
23,3,4,2,13
164,122,4,6,6
30,40,4,11,4
90,20,4,8,6
96,177,4,12,1
176,101,4,2,12
198,102,4,5,9
170,25,4,3,7
198,114,4,9,4
60,156,4,9,5
24,180,4,0,14
141,96,4,9,4
26,195,4,5,8
110,63,4,12,3
0,47,4,5,8
100,161,18,0,14
113,4,18,14,0
84,9,18,0,13
66,55,18,8,7
198,40,18,8,4
145,111,18,4,9
110,111,18,11,4
93,175,18,1,12
195,142,18,13,0
14,180,18,2,12
178,195,18,7,8
44,35,113,15,0
51,115,113,8,6
154,145,113,12,2
77,120,113,15,0
179,161,113,12,1
109,40,113,12,2
136,189,113,7,6
134,72,113,1,12
98,13,113,13,0
107,119,113,14,0
150,15,113,14,0
115,106,113,11,2
175,64,113,7,3
102,164,110,2,11
64,139,110,1,12
119,26,110,0,13
14,162,110,0,15
156,162,110,0,15
147,105,110,9,4
169,57,110,1,11
10,141,110,2,13
60,141,110,10,4
134,5,110,7,7
42,39,110,11,0
136,156,110,13,2
181,96,110,2,13
99,124,41,1,14
164,110,41,3,11
140,162,41,0,15
66,105,41,1,12
147,36,41,10,3
123,22,41,0,13
22,129,41,11,4
116,189,41,3,9
28,74,41,12,2
29,173,41,6,7
56,166,41,0,13
94,170,41,2,11
15,33,164,0,13
61,53,164,0,14
36,186,164,0,12
44,138,164,2,11
179,177,164,12,0
46,102,164,6,7
86,119,164,0,14
74,25,164,9,4
12,30,164,3,11
41,170,164,3,10
143,159,117,0,14
100,151,117,13,0
149,75,117,3,10
139,167,117,11,3
144,51,117,0,13
160,53,117,5,7
172,3,117,4,9
109,144,117,11,4
49,77,117,7,5
44,8,117,1,11
17,30,117,13,1
147,156,117,9,4
91,180,117,0,15
29,24,117,0,13
101,47,117,1,13
130,14,139,1,12
75,56,139,13,0
106,36,139,9,5
110,138,139,3,10
34,130,139,7,5
94,111,139,10,4
35,32,139,2,12
172,154,139,4,9
154,69,139,2,12
47,125,139,0,14
165,24,139,3,10
165,47,139,1,13
29,181,139,6,7
92,10,49,1,12
144,10,49,15,0
197,82,49,11,1
139,58,49,13,0
30,162,49,4,10
17,87,49,14,0
100,45,49,14,0
38,39,49,14,0
70,126,49,15,0
122,147,49,13,1
163,46,49,0,13
165,29,82,8,6
60,194,82,9,5
30,104,82,12,0
13,192,82,0,12
52,121,82,6,7
104,4,82,9,3
197,49,82,0,12
32,37,82,8,6
189,165,82,11,3
100,9,82,3,12
19,3,82,12,1
50,177,82,5,9
128,173,82,4,10
16,132,82,14,0
114,95,197,10,4
137,124,197,10,2
118,189,197,7,6
67,93,197,6,6
65,123,26,8,6
112,75,26,13,0
139,161,26,12,3
90,49,26,0,14
24,134,26,9,5
125,136,26,9,4
124,65,26,11,2
36,72,26,0,15
130,175,26,11,0
161,69,26,0,14
2,156,26,13,1
119,185,26,13,1
31,168,26,0,14
115,63,26,12,1
87,106,26,9,4
69,194,6,9,6
28,192,6,10,3
36,134,6,3,10
108,73,6,1,13
132,196,6,11,1
106,155,6,4,8
74,79,6,1,14
104,40,6,2,12
24,133,6,0,14
32,16,6,0,13
62,123,84,5,9
80,42,84,6,7
31,42,84,3,12
10,0,84,10,3
151,18,84,7,5
78,110,84,12,2
78,89,84,5,10
174,153,84,10,3
131,166,84,0,14
55,30,84,0,11
83,146,84,4,9
158,15,84,2,13
25,17,84,4,9
26,84,98,2,10
46,45,98,4,9
164,53,98,3,10
30,55,98,1,13
53,144,98,5,5
94,144,98,6,5
127,172,98,0,15
86,19,98,12,2
165,185,98,2,13
58,115,28,7,6
52,4,28,4,9
196,127,28,14,0
52,12,28,2,11
171,5,28,11,3
142,186,28,10,5
45,143,28,11,2
1,175,28,1,13
157,182,28,6,7
78,25,28,6,7
67,107,28,9,5
153,17,28,3,11
182,31,28,2,12
62,192,127,3,12
51,28,127,0,12
149,57,127,3,10
3,22,127,0,13
37,39,127,14,1
10,126,127,3,11
59,163,127,14,1
197,30,127,4,9
97,193,127,0,15
127,78,51,9,3
82,49,51,1,13
133,81,51,12,2
141,174,51,5,8
88,55,51,11,3
148,122,51,10,1
0,50,51,12,2
33,68,51,8,5
3,92,58,0,13
109,178,58,2,12
75,149,58,3,10
15,122,58,1,13
111,163,58,9,4
193,52,58,11,3
174,76,58,11,3
96,38,58,1,12
48,116,58,3,9
33,88,118,9,4
128,149,118,13,1
157,89,118,9,5
32,199,118,13,0
40,138,118,0,15
165,20,118,12,2
9,30,118,11,2
145,152,162,12,1
144,115,162,14,1
161,28,162,3,10
29,87,162,13,1
124,160,162,9,6
109,65,162,14,0
181,13,162,13,1
111,104,62,6,8
176,23,62,7,8
1,139,62,13,0
1,51,62,2,12
27,162,62,12,0
46,73,62,4,11
162,155,62,4,10
133,149,62,4,10
41,136,62,4,8
177,136,62,0,13
118,144,62,7,7
45,177,62,7,7
134,154,62,7,6
137,147,62,9,5
13,184,62,4,10
11,187,62,1,12
5,104,27,14,0
74,75,27,14,0
174,139,27,15,0
40,158,27,13,0
28,79,27,15,0
131,100,27,8,3
184,40,27,13,0
64,171,27,10,4
121,70,27,15,0
3,142,27,14,0
176,96,27,11,1
145,157,27,11,2
31,95,105,0,14
6,80,105,13,0
147,110,105,4,9
128,197,105,13,0
88,56,105,12,1
121,2,105,14,0
156,34,105,14,0
34,169,105,9,4
111,99,105,13,0
115,184,105,15,0
194,17,105,13,0
98,187,105,15,0
160,110,21,11,1
28,135,21,13,0
102,87,21,14,0
80,166,21,8,5
20,25,21,11,2
126,114,21,14,0
76,156,21,11,2
145,1,21,11,2
86,131,134,2,10
96,145,134,8,6
94,43,134,5,8
154,127,134,6,8
118,54,134,11,1
190,57,134,2,11
152,174,134,4,6
139,179,134,6,7
70,60,134,3,12
183,101,134,0,15
137,76,134,5,8
109,48,134,8,7
90,169,134,1,13
191,156,134,7,6
8,150,134,6,8
61,1,134,14,0
150,188,134,5,7
30,91,54,1,14
9,178,54,13,2
185,26,54,0,13
69,118,54,1,12
118,134,54,0,12
45,39,54,6,7
16,154,54,13,2
98,133,54,6,8
172,64,54,7,6
96,95,81,11,2
169,88,81,10,3
146,4,81,4,10
130,49,81,2,10
162,155,81,3,11
189,199,81,6,8
152,65,81,13,1
189,72,81,0,14
30,96,81,12,1
174,116,81,11,3
152,7,73,3,11
94,85,73,8,6
108,6,73,14,0
196,81,73,6,6
77,56,73,12,3
167,141,73,3,9
155,136,73,0,13
140,74,73,11,2
126,132,73,0,14
94,195,73,7,6
87,46,73,0,13
57,68,73,9,4
15,187,73,6,8
68,150,73,10,3
132,6,196,1,11
61,54,196,7,5
102,40,196,9,4
71,72,196,0,15
95,31,196,0,15
121,71,196,12,2
4,152,135,5,7
98,151,135,15,0
133,90,135,7,7
49,94,135,14,0
43,119,135,10,4
37,61,135,12,1
9,48,135,2,11
83,195,135,12,1
99,35,112,7,6
33,27,112,2,8
96,105,112,1,14
22,54,112,5,10
4,135,112,6,8
180,149,112,13,2
128,2,112,13,0
168,174,112,2,12
186,177,112,14,0
167,50,112,8,7
144,157,112,13,1
50,181,112,7,8
172,112,87,1,12
66,141,87,5,9
78,39,87,11,1
82,52,87,8,6
101,50,87,11,2
71,28,37,6,8
43,87,37,8,4
180,3,37,9,5
75,136,37,4,9
65,171,37,3,11
30,46,37,0,14
66,24,37,2,12
84,75,165,6,9
113,161,165,14,0
89,82,165,1,11
189,82,165,4,10
158,21,165,1,14
38,45,165,4,9
95,89,165,0,14
11,22,165,0,15
166,19,165,10,5
136,156,165,6,7
46,184,165,5,7
70,68,165,12,2
131,16,165,1,12
76,14,56,0,14
137,75,56,7,6
174,82,56,13,2
69,103,56,4,9
89,108,56,0,14
100,65,56,5,7
94,74,56,5,10
38,74,56,4,9
168,175,56,0,13
60,114,56,13,2
139,107,56,1,12
125,176,56,3,11
59,71,56,3,12
195,97,155,0,13
135,151,155,11,3
172,192,155,2,13
106,6,155,10,2
160,51,155,10,3
162,81,155,9,5
85,108,155,1,10
190,199,155,4,10
124,31,155,0,13
145,176,155,6,6
5,71,155,6,5
96,190,149,4,10
18,88,149,12,2
6,80,149,3,11
3,75,149,5,8
166,178,149,9,4
128,118,149,2,12
133,62,149,9,5
180,112,149,3,12
45,155,149,1,11
10,179,149,6,8
92,129,149,13,0
108,198,149,3,10
115,68,149,10,5
137,152,45,0,14
134,145,45,2,12
11,4,45,0,13
100,49,45,0,14
160,158,45,14,0
186,126,45,10,4
88,144,45,7,7
35,198,45,6,9
188,198,45,4,11
35,47,45,2,13
9,47,45,3,11
162,190,83,1,11
36,43,83,12,0
6,39,83,14,0
191,129,83,13,0
124,20,83,7,7
84,169,83,12,0
22,147,83,5,8
43,157,83,11,3
168,120,36,1,10
19,164,36,2,10
4,165,36,0,13
44,2,36,9,4
148,3,36,5,8
31,126,36,4,11
158,94,36,13,2
7,109,36,0,13
164,129,36,4,10
141,171,36,1,11
115,32,36,0,14
92,172,36,12,2
182,46,36,0,13
154,137,36,0,15
165,93,36,0,13
3,128,36,14,1
97,64,36,13,0
58,123,89,0,13
55,161,89,15,0
57,118,89,4,8
157,118,89,5,9
152,56,89,10,4
45,100,89,9,5
70,102,89,0,15
63,76,89,12,0
19,15,89,13,1
119,188,89,6,6
31,161,57,14,0
136,117,57,11,2
129,197,57,11,2
129,135,57,14,0
63,12,57,13,1
43,39,57,10,2
189,94,57,14,0
172,193,57,10,3
177,88,9,14,0
175,67,9,10,3
87,100,9,13,0
165,183,9,12,2
22,142,9,12,1
166,52,9,1,14
194,119,9,11,0
55,61,9,9,4
125,185,9,11,3
127,93,9,13,0
42,133,9,11,3
63,181,9,14,1
149,167,2,13,0
110,118,2,4,9
103,9,2,1,11
64,22,2,0,14
76,100,2,1,13
33,173,2,11,3
90,69,2,2,13
156,52,2,2,12
97,76,2,8,6
8,19,2,13,0
138,180,2,9,4
32,31,2,0,10
23,14,103,3,11
181,14,103,7,6
75,145,103,1,11
76,41,103,0,15
141,58,103,13,1
132,165,103,12,2
2,76,103,9,5
39,192,53,6,9
99,120,53,13,2
78,178,53,12,2
185,4,53,9,4
111,110,53,12,0
52,58,53,10,3
181,56,53,13,2
56,45,53,10,3
25,12,53,11,3
122,148,53,10,4
189,20,53,10,2
164,143,53,12,0
102,143,53,14,0
14,32,53,10,3
22,30,53,2,8
196,156,53,11,3
195,168,53,12,2
91,137,53,1,13
28,184,53,11,1
149,92,160,7,6
109,190,160,13,1
50,151,160,12,1
167,28,160,13,0
103,56,160,13,0
71,189,160,12,2
61,74,160,10,1
23,52,160,13,1
29,76,160,15,0
123,76,160,15,0
10,191,160,11,1
107,1,160,13,1
78,54,108,15,0
187,135,108,14,0
85,155,108,11,0
33,149,108,13,0
111,36,108,10,0
65,103,108,14,0
6,111,108,15,0
92,143,108,7,6
176,72,108,2,11
130,173,108,14,0
53,31,108,6,7
101,7,141,8,6
95,88,141,11,3
149,97,141,3,11
60,110,141,5,9
121,82,141,11,2
44,162,141,0,14
167,73,141,8,4
117,13,141,12,2
188,166,141,0,12
53,19,141,2,11
69,30,141,1,14
60,181,141,2,11
52,1,141,4,9
93,18,12,6,8
87,112,12,1,13
164,141,12,2,9
130,199,12,9,4
43,133,12,6,7
68,47,12,4,11
129,95,174,13,1
163,29,174,10,3
27,115,174,13,0
159,124,174,7,7
141,80,174,13,2
197,4,174,8,4
73,49,174,1,13
141,51,174,10,3
152,134,174,7,3
168,112,174,9,4
100,57,174,7,7
166,198,174,12,1
35,19,174,4,11
26,119,174,6,6
76,119,174,12,1
127,114,174,11,1
36,150,174,10,4
186,23,90,6,7
181,73,90,11,3
22,174,90,0,11
136,138,90,0,13
62,130,90,3,10
156,184,90,11,4
195,187,90,4,11
28,176,90,10,4
146,66,22,9,6
3,127,22,13,0
156,40,22,14,1
101,38,22,5,9
104,64,22,15,0
5,78,148,5,6
171,29,148,10,5
25,35,148,8,6
184,131,148,3,10
65,43,148,5,8
16,98,148,14,0
99,28,148,10,3
151,61,148,9,4
182,61,148,10,3
166,38,148,0,14
102,63,148,13,2
166,187,148,13,1
128,188,148,3,11
155,190,5,8,6
155,86,5,3,10
26,161,5,14,0
6,113,5,3,12
70,164,5,15,0
171,28,5,2,12
115,20,5,12,2
138,52,5,0,14
194,169,5,1,11
81,125,5,1,12
185,131,199,0,13
22,42,199,2,10
181,0,199,13,1
39,4,199,6,9
84,26,199,3,8
83,26,199,10,2
77,56,199,11,4
190,155,199,10,4
65,160,199,0,13
45,189,199,6,7
137,50,199,0,14
103,150,199,7,7
51,88,186,12,2
22,115,186,12,1
140,58,186,10,4
136,81,186,15,0
34,5,186,11,0
84,126,186,12,3
172,70,186,8,4
57,177,186,9,4
196,101,186,2,10
107,32,186,3,11
180,85,34,3,9
97,10,34,5,7
140,43,34,9,4
181,87,34,9,6
154,111,34,7,5
65,143,34,5,9
105,154,34,9,3
122,195,34,13,1
107,46,34,1,14
99,66,138,12,1
177,91,138,12,1
171,4,138,10,4
44,164,138,11,2
185,127,138,13,0
130,155,138,11,0
152,13,138,14,0
135,8,138,13,1
3,119,138,10,2
127,48,138,13,2
129,114,138,14,0
168,24,138,15,0
4,78,130,1,13
76,88,130,0,14
35,151,130,4,8
69,167,130,7,8
182,58,130,1,11
166,134,130,5,9
167,94,130,1,11
37,129,130,11,3
155,129,130,0,14
199,99,130,3,11
12,180,130,3,12
169,180,130,1,13
181,146,130,4,10
133,193,130,8,5
114,24,130,7,6
82,152,3,10,4
60,159,3,0,14
48,179,3,11,3
98,40,3,10,4
153,143,3,12,2
126,115,136,14,0
5,10,136,14,0
156,10,136,11,3
108,41,136,0,15
2,6,136,13,0
161,51,136,0,13
177,62,136,13,0
155,73,136,12,1
17,56,136,14,0
26,9,136,0,12
155,3,136,5,6
65,169,136,11,1
56,50,136,13,2
168,156,136,14,0
166,180,136,13,1
111,133,136,11,4
121,24,136,7,6
124,157,136,12,2
199,64,136,3,10
173,47,136,15,0
16,113,158,12,1
114,139,158,13,0
160,45,158,0,14
26,44,158,1,12
53,46,158,0,14
194,63,158,8,5
81,78,11,3,10
3,78,11,4,10
171,14,11,8,5
153,62,11,5,9
51,27,11,5,8
179,158,11,3,8
193,122,11,1,11
101,70,11,3,11
180,154,11,5,9
126,8,11,0,14
54,15,11,3,12
67,7,179,9,5
77,145,179,0,15
45,80,179,8,7
158,121,179,8,4
99,113,179,1,13
74,196,179,2,10
174,135,179,3,11
75,45,179,6,7
119,45,179,11,4
0,36,179,5,9
38,143,179,6,9
47,143,179,12,2
99,153,179,0,14
37,32,179,0,13
192,25,179,0,14
151,31,179,1,13
59,167,79,0,13
199,90,79,3,8
178,138,79,3,10
156,65,79,7,7
107,32,79,3,12
87,38,79,9,5
45,190,39,2,13
156,97,39,0,15
37,127,39,1,14
6,83,39,0,14
59,36,39,5,6
56,57,39,0,14
13,160,39,0,13
185,119,39,3,10
40,156,39,11,3
179,193,39,8,7
66,18,55,10,5
106,41,55,3,11
117,162,55,1,11
176,112,55,10,2
18,11,55,6,7
45,11,55,12,2
6,129,55,9,5
145,172,55,6,9
79,25,55,14,1
64,170,55,0,13
130,96,55,6,6
81,93,55,2,11
97,10,122,11,3
177,97,122,1,13
107,80,122,10,2
15,58,122,12,2
165,158,122,2,13
43,44,122,12,2
145,20,122,2,13
24,74,122,11,3
10,35,126,6,7
165,92,126,0,15
136,42,126,9,6
16,167,126,13,1
94,6,126,11,3
195,135,126,3,10
44,53,126,3,8
40,198,126,9,4
161,175,126,3,9
61,142,126,12,3
6,182,126,13,2
116,50,126,8,5
81,24,126,15,0
169,194,44,11,2
74,91,44,11,2
67,82,44,3,11
175,54,44,5,7
88,103,44,6,7
137,158,44,10,3
108,74,44,12,3
3,25,44,6,8
0,38,44,6,8
20,43,144,0,13
149,197,144,7,7
18,6,144,10,4
50,83,144,0,13
85,57,144,3,12
103,108,144,0,12
142,12,144,14,0
163,70,144,12,0
160,177,144,3,11
91,198,144,10,5
101,76,144,8,6
181,25,144,1,11
60,156,144,4,11
199,191,144,4,8
182,38,144,3,12
87,133,144,0,13
38,1,144,3,10
135,188,144,0,15
37,71,144,0,15
64,67,94,9,5
99,56,94,13,0
70,60,94,0,14
187,183,94,4,9
139,140,94,8,6
79,150,94,15,0
72,1,94,1,13
30,78,65,2,11
83,35,65,8,5
85,18,65,12,3
166,127,65,5,9
47,87,65,9,4
47,57,65,1,10
99,77,65,5,9
126,76,65,7,6
73,19,65,5,8
94,157,65,9,5
15,14,100,13,0
106,91,100,12,3
26,123,100,2,11
182,192,100,0,15
71,43,100,11,4
122,113,100,0,13
153,84,100,3,11
131,27,100,3,8
76,2,100,12,2
75,109,100,15,0
75,25,100,11,3
27,170,100,4,8
36,191,100,4,10
159,147,100,15,0
88,33,60,10,3
100,97,60,7,5
59,84,60,8,4
153,56,60,14,0
83,3,60,14,1
152,39,60,13,0
175,156,60,13,0
82,180,60,12,1
57,159,40,3,9
126,33,40,2,12
198,18,40,2,10
104,6,40,9,5
184,27,40,0,13
146,112,40,5,9
156,22,40,1,14
89,136,40,2,13
161,122,40,0,14
21,122,40,12,1
72,19,40,6,9
0,182,40,12,1
75,180,40,0,14
166,24,40,8,6
73,150,40,1,13
169,66,77,14,0
116,86,77,8,6
72,42,77,6,7
49,117,77,6,6
171,21,77,2,12
1,5,77,8,5
81,186,77,2,11
52,79,77,5,9
73,183,77,13,1
101,96,77,1,14
132,195,77,2,12
137,195,77,11,3
186,128,77,12,2
129,159,109,0,12
8,85,109,5,9
147,14,109,3,12
107,151,109,7,6
22,197,109,11,3
53,90,109,3,10
15,90,109,4,11
104,25,109,6,8
72,1,109,5,9
173,28,129,4,8
6,55,129,4,10
46,74,129,9,4
60,198,129,10,4
197,146,129,11,4
157,150,129,10,4
171,176,129,6,8
169,91,171,12,3
19,43,171,10,4
19,178,171,9,5
73,82,171,12,2
56,26,171,3,11
151,162,171,1,13
70,45,171,12,0
5,36,171,12,2
197,57,171,2,11
147,90,171,6,6
43,179,171,10,4
28,70,171,9,4
197,72,171,0,14
168,184,171,11,2
92,159,70,4,11
149,51,70,5,10
121,27,70,0,15
123,108,70,0,13
172,186,70,10,2
128,122,70,5,8
163,144,70,0,12
79,173,70,5,10
142,107,70,1,13
99,185,70,3,11
138,93,70,2,13
7,16,70,0,14
53,159,111,1,13
145,18,111,7,6
93,36,111,10,5
23,90,111,15,0
135,148,111,11,1
177,100,111,5,9
101,182,111,13,0
7,157,111,13,1
9,68,111,1,12
197,194,20,8,2
141,59,20,11,2
156,80,20,0,15
